"character","play","genre","path"
"JESSICA","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/JESSICA.txt"
"LAUNCELOT","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/LAUNCELOT.txt"
"LEONARDO","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/LEONARDO.txt"
"LORENZO","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/LORENZO.txt"
"MOROCCO","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/MOROCCO.txt"
"NERISSA","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/NERISSA.txt"
"PORTIA","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/PORTIA.txt"
"SALANIO","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/SALANIO.txt"
"SALARINO","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/SALARINO.txt"
"SERVANT","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/SERVANT.txt"
"SHYLOCK","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/SHYLOCK.txt"
"STEPHANO","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/STEPHANO.txt"
"TUBAL","The Merchant Of Venice","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merchant%20Of%20Venice_characters/TUBAL.txt"
"ALL","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/ALL.txt"
"ANNE","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/ANNE.txt"
"BARDOLPH","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/BARDOLPH.txt"
"CAIUS","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/CAIUS.txt"
"dramatis_personae","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/dramatis_personae.txt"
"EVANS","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/EVANS.txt"
"FALSTAFF","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/FALSTAFF.txt"
"FENTON","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/FENTON.txt"
"FORD","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/FORD.txt"
"HOST","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/HOST.txt"
"MRS. FORD","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/MRS.%20FORD.txt"
"MRS. PAGE","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/MRS.%20PAGE.txt"
"NYM","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/NYM.txt"
"PAGE, SHALLOW ETC.","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/PAGE,%20SHALLOW%20ETC..txt"
"PAGE, SHALLOW, SLENDER","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/PAGE,%20SHALLOW,%20SLENDER.txt"
"PAGE","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/PAGE.txt"
"PISTOL","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/PISTOL.txt"
"QUICKLY","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/QUICKLY.txt"
"ROBIN","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/ROBIN.txt"
"RUGBY","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/RUGBY.txt"
"SERVANT 1","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/SERVANT%201.txt"
"SERVANT 2","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/SERVANT%202.txt"
"SERVANT","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/SERVANT.txt"
"SHALLOW","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/SHALLOW.txt"
"SIMPLE","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/SIMPLE.txt"
"SLENDER","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/SLENDER.txt"
"WILLIAM","The Merry Wives of Windsor","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Merry%20Wives%20of%20Windsor_characters/WILLIAM.txt"
"ALL","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/ALL.txt"
"BAPTISTA","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/BAPTISTA.txt"
"BIANCA","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/BIANCA.txt"
"BIONDELLO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/BIONDELLO.txt"
"CURTIS","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/CURTIS.txt"
"dramatis_personae","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/dramatis_personae.txt"
"GREMIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/GREMIO.txt"
"GRUMIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/GRUMIO.txt"
"HABERDASHER","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/HABERDASHER.txt"
"HORTENSIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/HORTENSIO.txt"
"HOSTESS","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/HOSTESS.txt"
"HUNTSMAN 1","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/HUNTSMAN%201.txt"
"HUNTSMAN 2","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/HUNTSMAN%202.txt"
"JOSEPH","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/JOSEPH.txt"
"KATHARINA","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/KATHARINA.txt"
"LORD","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/LORD.txt"
"LUCENTIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/LUCENTIO.txt"
"NATHANIEL","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/NATHANIEL.txt"
"NICHOLAS","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/NICHOLAS.txt"
"PAGE","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PAGE.txt"
"PEDANT","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PEDANT.txt"
"PETER","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PETER.txt"
"PETRUCHIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PETRUCHIO.txt"
"PHILIP","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PHILIP.txt"
"PLAYER","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PLAYER.txt"
"PLAYERS","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/PLAYERS.txt"
"SERVANT 1","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/SERVANT%201.txt"
"SERVANT 2","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/SERVANT%202.txt"
"SERVANT 3","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/SERVANT%203.txt"
"SERVANT","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/SERVANT.txt"
"SERVANTS","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/SERVANTS.txt"
"SLY","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/SLY.txt"
"TAILOR","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/TAILOR.txt"
"TRANIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/TRANIO.txt"
"VINCENTIO","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/VINCENTIO.txt"
"WIDOW","The Taming of the Shrew","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Taming%20of%20the%20Shrew_characters/WIDOW.txt"
"ADRIAN","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/ADRIAN.txt"
"ALONSO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/ALONSO.txt"
"ANTONIO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/ANTONIO.txt"
"ARIEL","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/ARIEL.txt"
"BOATSWAIN","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/BOATSWAIN.txt"
"CALIBAN","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/CALIBAN.txt"
"CERES","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/CERES.txt"
"dramatis_personae","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/dramatis_personae.txt"
"FERDINAND & MIRANDA","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/FERDINAND%20&%20MIRANDA.txt"
"FERDINAND","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/FERDINAND.txt"
"FRANCISCO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/FRANCISCO.txt"
"GONZALO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/GONZALO.txt"
"IRIS","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/IRIS.txt"
"JUNO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/JUNO.txt"
"MASTER","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/MASTER.txt"
"MIRANDA","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/MIRANDA.txt"
"PROSPERO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/PROSPERO.txt"
"SEBASTIAN","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/SEBASTIAN.txt"
"STEPHANO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/STEPHANO.txt"
"TRINCULO","The Tempest","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Tempest_characters/TRINCULO.txt"
"ANTONIO","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/ANTONIO.txt"
"dramatis_personae","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/dramatis_personae.txt"
"DUKE","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/DUKE.txt"
"EGLAMOUR","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/EGLAMOUR.txt"
"HOST","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/HOST.txt"
"JULIA","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/JULIA.txt"
"LAUNCE","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/LAUNCE.txt"
"LUCETTA","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/LUCETTA.txt"
"OUTLAW 1","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/OUTLAW%201.txt"
"OUTLAW 2","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/OUTLAW%202.txt"
"OUTLAW 3","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/OUTLAW%203.txt"
"OUTLAW","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/OUTLAW.txt"
"PANTHINO","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/PANTHINO.txt"
"PROTEUS","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/PROTEUS.txt"
"SERVANT","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/SERVANT.txt"
"SILVIA","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/SILVIA.txt"
"SPEED","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/SPEED.txt"
"THURIO","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/THURIO.txt"
"VALENTINE","The Two Gentlemen of Verona","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Two%20Gentlemen%20of%20Verona_characters/VALENTINE.txt"
"ANTIGONUS","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/ANTIGONUS.txt"
"ARCHIDAMUS","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/ARCHIDAMUS.txt"
"ATTENDANT 1","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/ATTENDANT%201.txt"
"ATTENDANT 2","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/ATTENDANT%202.txt"
"AUTOLYCUS","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/AUTOLYCUS.txt"
"CAMILLO","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/CAMILLO.txt"
"CLEOMENES","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/CLEOMENES.txt"
"CLOWN","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/CLOWN.txt"
"DION","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/DION.txt"
"DORCAS","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/DORCAS.txt"
"dramatis_personae","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/dramatis_personae.txt"
"EMILIA","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/EMILIA.txt"
"FLORIZEL","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/FLORIZEL.txt"
"GENTLEMAN 1","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/GENTLEMAN%201.txt"
"GENTLEMAN 2","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/GENTLEMAN%202.txt"
"GENTLEMAN 3","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/GENTLEMAN%203.txt"
"GENTLEMAN","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/GENTLEMAN.txt"
"GOALER","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/GOALER.txt"
"HERMIONE","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/HERMIONE.txt"
"LADY 1","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/LADY%201.txt"
"LADY 2","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/LADY%202.txt"
"LEONTES","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/LEONTES.txt"
"LORD 1","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/LORD%201.txt"
"LORD","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/LORD.txt"
"LORDS","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/LORDS.txt"
"MAMILLIUS","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/MAMILLIUS.txt"
"MARINER","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/MARINER.txt"
"MOPSA","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/MOPSA.txt"
"OFFICER","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/OFFICER.txt"
"PAULINA","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/PAULINA.txt"
"PERDITA","The Winter's Tale","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/The%20Winter's%20Tale_characters/PERDITA.txt"
